gene	npas	pval	RLDu	RLDi	REDu	REDu.pval	REDi	REDi.pval	nread.c1.1	nread.c2.1
1810059C17Rik	2	1	NA	NA	NA	NA	NA	NA	97	97
Dnajc1	6	1	0	0	0	1	0	1	1440	1440
Pip4k2a	3	1	0	0	0	1	0	1	6376	6376
Abi1	4	1	0	NA	0	1	NA	NA	9673	9673
Mastl	3	1	0	NA	0	1	NA	NA	169	169
Spopl	4	1	0	NA	0	1	NA	NA	1902	1902
Hnmt	2	1	0	NA	0	1	NA	NA	4427	4427
Cacna1b	3	1	0	NA	0	1	NA	NA	1937	1937
Ehmt1	3	1	0	0	0	1	0	1	1595	1595
Arrdc1	2	1	0	NA	0	1	NA	NA	630	630
Tor4a	3	1	0	NA	0	1	NA	NA	584	584
Ndor1	2	1	NA	0	NA	NA	0	1	1220	1220
Paxx	2	1	0	NA	0	1	NA	NA	18520	18520
Ptgds	2	1	NA	0	NA	NA	0	1	773277	773277
Traf2	2	1	0	NA	0	1	NA	NA	1632	1632
Mamdc4	2	1	0	NA	0	1	NA	NA	121	121
Rabl6	2	1	NA	0	NA	NA	0	1	17170	17170
Camsap1	5	1	0	NA	0	1	NA	NA	4809	4809
Ubac1	2	1	0	NA	0	1	NA	NA	7461	7461
Nacc2	2	1	0	NA	0	1	NA	NA	11731	11731
Dnlz	3	1	0	NA	0	1	NA	NA	38396	38396
Inpp5e	4	1	0	NA	0	1	NA	NA	1689	1689
Notch1	2	1	0	NA	0	1	NA	NA	2847	2847
Surf6	3	1	0	NA	0	1	NA	NA	2497	2497
Surf4	3	1	0	NA	0	1	NA	NA	9709	9709
Fam163b	2	1	0	NA	0	1	NA	NA	12864	12864
Sardh	3	1	0	NA	0	1	NA	NA	1244	1244
Brd3	4	1	0	0	0	1	0	1	3439	3439
Gtf3c4	3	1	0	NA	0	1	NA	NA	1971	1971
6530402F18Rik	2	1	0	NA	0	1	NA	NA	211	211
Trub2	2	1	0	NA	0	1	NA	NA	3379	3379
2600006K01Rik	2	1	0	NA	0	1	NA	NA	152	152
Dolk	3	1	NA	0	NA	NA	0	1	2063	2063
Sh3glb2	2	1	0	NA	0	1	NA	NA	22133	22133
Crat	2	1	0	NA	0	1	NA	NA	5190	5190
Ier5l	2	1	0	NA	0	1	NA	NA	2541	2541
Ptges	4	1	0	NA	0	1	NA	NA	1244	1244
Tor1a	2	1	0	NA	0	1	NA	NA	8374	8374
BC005624	3	1	0	NA	0	1	NA	NA	9566	9566
Fnbp1	6	1	0	0	0	1	0	1	1725	1725
Fibcd1	2	1	0	NA	0	1	NA	NA	2205	2205
Fam78a	3	1	NA	NA	NA	NA	NA	NA	388	388
Swi5	2	1	NA	0	NA	NA	0	1	100517	100517
Lcn2	3	1	0	0	0	1	0	1	1615	1615
9430097D07Rik	2	1	0	NA	0	1	NA	NA	93	93
6330409D20Rik	2	1	0	NA	0	1	NA	NA	806	806
Ttc16	2	1	NA	0	NA	NA	0	1	94	94
Stxbp1	2	1	0	NA	0	1	NA	NA	36518	36518
Garnl3	2	1	0	NA	0	1	NA	NA	1659	1659
Zbtb43	3	1	0	NA	0	1	NA	NA	1441	1441
Pbx3	2	1	0	NA	0	1	NA	NA	11524	11524
Gapvd1	4	1	0	NA	0	1	NA	NA	5359	5359
Rabepk	2	1	0	NA	0	1	NA	NA	5167	5167
Fbxw2	4	1	NA	0	NA	NA	0	1	9780	9780
Psmd5	4	1	0	NA	0	1	NA	NA	4406	4406
Rab14	4	1	0	NA	0	1	NA	NA	23766	23766
Ggta1	3	1	0	0	0	1	0	1	373	373
Ttll11	2	1	NA	0	NA	NA	0	1	3880	3880
Ndufa8	2	1	0	NA	0	1	NA	NA	93044	93044
Pdcl	3	1	0	NA	0	1	NA	NA	5658	5658
Rc3h2	3	1	0	0	0	1	0	1	5307	5307
Zbtb6	4	1	0	NA	0	1	NA	NA	2338	2338
Zbtb26	2	1	0	NA	0	1	NA	NA	680	680
Strbp	4	1	0	0	0	1	0	1	17826	17826
Rpl35	2	1	NA	0	NA	NA	0	1	270737	270737
Scai	3	1	0	NA	0	1	NA	NA	1741	1741
Ppp6c	4	1	0	0	0	1	0	1	8620	8620
Lrp1b	3	1	NA	0	NA	NA	0	1	4382	4382
Zeb2	4	1	0	NA	0	1	NA	NA	14226	14226
Orc4	5	1	0	0	0	1	0	1	6200	6200
Rnd3	3	1	0	NA	0	1	NA	NA	4979	4979
Rbm43	2	1	0	NA	0	1	NA	NA	2414	2414
Neb	2	1	0	NA	0	1	NA	NA	373	373
Arl5a	4	1	0	NA	0	1	NA	NA	10557	10557
Cacnb4	4	1	0	NA	0	1	NA	NA	15383	15383
Stam2	4	1	0	NA	0	1	NA	NA	2330	2330
Prpf40a	7	1	0	0	0	1	0	1	4013	4013
Rprm	2	1	0	NA	0	1	NA	NA	10931	10931
Nr4a2	3	1	0	0	0	1	0	1	3333	3333
A930012O16Rik	2	1	0	NA	0	1	NA	NA	333	333
Ermn	3	1	0	NA	0	1	NA	NA	1414	1414
Acvr1c	3	1	0	NA	0	1	NA	NA	1066	1066
Acvr1	3	1	0	NA	0	1	NA	NA	3569	3569
Ccdc148	2	1	NA	0	NA	NA	0	1	233	233
Wdsub1	2	1	0	NA	0	1	NA	NA	1530	1530
Baz2b	2	1	NA	0	NA	NA	0	1	2556	2556
Cd302	2	1	0	NA	0	1	NA	NA	10294	10294
Rbms1	4	1	0	0	0	1	0	1	1526	1526
Ifih1	5	1	0	NA	0	1	NA	NA	757	757
Kcnh7	2	1	NA	0	NA	NA	0	1	3452	3452
Cobll1	2	1	NA	0	NA	NA	0	1	1034	1034
Slc38a11	3	1	0	NA	0	1	NA	NA	449	449
Scn3a	4	1	0	NA	0	1	NA	NA	2028	2028
Scn1a	2	1	0	NA	0	1	NA	NA	1496	1496
Scn7a	4	1	0	NA	0	1	NA	NA	232	232
Stk39	2	1	NA	0	NA	NA	0	1	7675	7675
Fastkd1	2	1	NA	0	NA	NA	0	1	645	645
Ccdc173	2	1	NA	0	NA	NA	0	1	644	644
Mettl5	2	1	NA	0	NA	NA	0	1	2922	2922
Gad1os	4	1	NA	0	NA	NA	0	1	623	623
Tlk1	2	1	0	NA	0	1	NA	NA	5087	5087
Slc25a12	4	1	0	0	0	1	0	1	10577	10577
Dlx1as	2	1	0	NA	0	1	NA	NA	4351	4351
Dlx2	2	1	0	NA	0	1	NA	NA	8263	8263
Sp3	5	1	0	NA	0	1	NA	NA	4585	4585
Gm11084	2	1	NA	NA	NA	NA	NA	NA	122	122
Ola1	3	1	0	0	0	1	0	1	18320	18320
Cir1	2	1	NA	0	NA	NA	0	1	667	667
Wipf1	2	1	0	NA	0	1	NA	NA	1424	1424
Chn1	2	1	0	NA	0	1	NA	NA	26354	26354
Atp5g3	2	1	NA	0	NA	NA	0	1	146920	146920
Lnpk	3	1	0	NA	0	1	NA	NA	7296	7296
Prkra	3	1	0	NA	0	1	NA	NA	5639	5639
Fkbp7	2	1	0	NA	0	1	NA	NA	1948	1948
Ccdc141	2	1	NA	0	NA	NA	0	1	1440	1440
Sestd1	3	1	0	NA	0	1	NA	NA	3179	3179
Zfp385b	2	1	0	NA	0	1	NA	NA	4025	4025
Pde1a	3	1	0	0	0	1	0	1	1246	1246
Frzb	2	1	0	NA	0	1	NA	NA	14252	14252
Calcrl	2	1	0	NA	0	1	NA	NA	718	718
Tfpi	3	1	NA	0	NA	NA	0	1	844	844
Ctnnd1	2	1	0	NA	0	1	NA	NA	2248	2248
Selenoh	2	1	NA	0	NA	NA	0	1	26096	26096
Zdhhc5	2	1	0	NA	0	1	NA	NA	3405	3405
P2rx3	2	1	0	NA	0	1	NA	NA	101	101
Lrrc55	2	1	NA	0	NA	NA	0	1	7058	7058
Ptpmt1	2	1	0	NA	0	1	NA	NA	35804	35804
Slc39a13	2	1	NA	0	NA	NA	0	1	3771	3771
Ddb2	3	1	0	0	0	1	0	1	1998	1998
1110051M20Rik	2	1	NA	NA	NA	NA	NA	NA	15037	15037
Zfp408	3	1	0	NA	0	1	NA	NA	578	578
Atg13	2	1	0	NA	0	1	NA	NA	6755	6755
Accs	2	1	0	NA	0	1	NA	NA	377	377
Mir670hg	2	1	NA	0	NA	NA	0	1	10712	10712
Ttc17	2	1	NA	0	NA	NA	0	1	2922	2922
Prr5l	6	1	0	0	0	1	0	1	801	801
Ldlrad3	2	1	0	NA	0	1	NA	NA	1417	1417
Fjx1	2	1	0	NA	0	1	NA	NA	24710	24710
Cd44	2	1	NA	0	NA	NA	0	1	3430	3430
Pdhx	2	1	0	NA	0	1	NA	NA	6319	6319
Caprin1	5	1	0	0	0	1	0	1	11883	11883
D430041D05Rik	3	1	0	NA	0	1	NA	NA	853	853
Tcp11l1	6	1	0	0	0	1	0	1	2704	2704
Qser1	3	1	0	0	0	1	0	1	943	943
Prrg4	2	1	0	NA	0	1	NA	NA	132	132
Rcn1	4	1	0	NA	0	1	NA	NA	4827	4827
Elp4	4	1	0	NA	0	1	NA	NA	3552	3552
Dnajc24	2	1	0	NA	0	1	NA	NA	8140	8140
Arl14ep	4	1	0	0	0	1	0	1	2478	2478
Mettl15	2	1	0	NA	0	1	NA	NA	856	856
Bbox1	2	1	0	NA	0	1	NA	NA	476	476
Fibin	3	1	0	NA	0	1	NA	NA	980	980
Ryr3	3	1	0	0	0	1	0	1	2214	2214
Grem1	2	1	0	NA	0	1	NA	NA	1740	1740
Scg5	2	1	0	NA	0	1	NA	NA	105305	105305
Arhgap11a	4	1	0	NA	0	1	NA	NA	366	366
Aqr	2	1	NA	0	NA	NA	0	1	4118	4118
Zfp770	4	1	0	NA	0	1	NA	NA	1226	1226
Dph6	4	1	0	0	0	1	0	1	1309	1309
Meis2	2	1	0	NA	0	1	NA	NA	35865	35865
Gpr176	2	1	0	NA	0	1	NA	NA	731	731
Bmf	2	1	0	NA	0	1	NA	NA	559	559
Plcb2	3	1	0	NA	0	1	NA	NA	372	372
A430105I19Rik	2	1	NA	0	NA	NA	0	1	374	374
Ccdc32	3	1	0	NA	0	1	NA	NA	13217	13217
Rhov	2	1	0	NA	0	1	NA	NA	794	794
Exd1	2	1	0	NA	0	1	NA	NA	133	133
Oip5	2	1	0	NA	0	1	NA	NA	127	127
Pla2g4e	2	1	NA	0	NA	NA	0	1	441	441
Vps39	2	1	0	NA	0	1	NA	NA	5351	5351
Tmem87a	4	1	0	0	0	1	0	1	594	594
Zfp106	3	1	0	NA	0	1	NA	NA	5864	5864
Lrrc57	3	1	0	0	0	1	0	1	1729	1729
Cdan1	3	1	0	NA	0	1	NA	NA	1740	1740
Ttbk2	3	1	0	0	0	1	0	1	4431	4431
Ubr1	2	1	0	NA	0	1	NA	NA	3269	3269
Lcmt2	2	1	0	NA	0	1	NA	NA	1275	1275
Zscan29	4	1	0	0	0	1	0	1	1045	1045
Trp53bp1	2	1	0	NA	0	1	NA	NA	5224	5224
Ppip5k1	3	1	NA	0	NA	NA	0	1	4613	4613
Catsper2	4	1	0	0	0	1	0	1	376	376
Ell3	2	1	0	NA	0	1	NA	NA	274	274
Mfap1b	3	1	0	NA	0	1	NA	NA	7187	7187
Mfap1a	4	1	0	NA	0	1	NA	NA	3579	3579
Frmd5	3	1	NA	0	NA	NA	0	1	1624	1624
Spg11	2	1	NA	0	NA	NA	0	1	1425	1425
Shf	2	1	0	NA	0	1	NA	NA	4923	4923
Gatm	2	1	0	NA	0	1	NA	NA	10940	10940
Fbn1	3	1	0	NA	0	1	NA	NA	410	410
Cep152	2	1	0	NA	0	1	NA	NA	380	380
Secisbp2l	3	1	0	NA	0	1	NA	NA	4971	4971
Cops2	5	1	0	0	0	1	0	1	12271	12271
Fam227b	2	1	NA	0	NA	NA	0	1	64	64
Gabpb1	3	1	NA	0	NA	NA	0	1	1650	1650
Sppl2a	5	1	0	NA	0	1	NA	NA	2707	2707
1810024B03Rik	2	1	NA	NA	NA	NA	NA	NA	707	707
Ciao1	4	1	0	NA	0	1	NA	NA	6084	6084
Kcnip3	2	1	0	NA	0	1	NA	NA	8701	8701
Zfp661	3	1	0	0	0	1	0	1	500	500
Mal	2	1	0	NA	0	1	NA	NA	14470	14470
1500011K16Rik	3	1	0	NA	0	1	NA	NA	29858	29858
Anapc1	2	1	0	NA	0	1	NA	NA	7287	7287
Gm10762	2	1	NA	0	NA	NA	0	1	1970	1970
Pced1a	6	1	0	0	0	1	0	1	844	844
Ubox5	4	1	0	0	0	1	0	1	1533	1533
Fastkd5	2	1	0	NA	0	1	NA	NA	735	735
4930402H24Rik	3	1	0	0	0	1	0	1	9777	9777
A730017L22Rik	4	1	0	0	0	1	0	1	342	342
Adam33	2	1	0	NA	0	1	NA	NA	282	282
Spef1	2	1	0	NA	0	1	NA	NA	1260	1260
Rnf24	3	1	NA	0	NA	NA	0	1	4794	4794
Adra1d	3	1	0	NA	0	1	NA	NA	595	595
Rassf2	6	1	0	NA	0	1	NA	NA	1767	1767
Tmem230	3	1	0	NA	0	1	NA	NA	7835	7835
Pcna	2	1	0	NA	0	1	NA	NA	12655	12655
Prokr2	2	1	0	NA	0	1	NA	NA	531	531
Gpcpd1	6	1	0	0	0	1	0	1	7009	7009
Trmt6	2	1	0	NA	0	1	NA	NA	3060	3060
Tmx4	2	1	0	NA	0	1	NA	NA	17351	17351
Pak7	3	1	0	NA	0	1	NA	NA	1291	1291
Mkks	3	1	NA	NA	NA	NA	NA	NA	34695	34695
Jag1	2	1	0	NA	0	1	NA	NA	742	742
Tasp1	3	1	NA	0	NA	NA	0	1	3258	3258
Flrt3	4	1	0	NA	0	1	NA	NA	621	621
Kif16b	3	1	0	0	0	1	0	1	869	869
Pcsk2os1	4	1	0	0	0	1	0	1	960	960
Snx5	5	1	0	0	0	1	0	1	12744	12744
Dzank1	2	1	NA	0	NA	NA	0	1	12164	12164
Rbbp9	2	1	0	NA	0	1	NA	NA	4892	4892
Crnkl1	3	1	0	NA	0	1	NA	NA	2109	2109
Ralgapa2	2	1	0	NA	0	1	NA	NA	1910	1910
Nkx2-2	2	1	NA	0	NA	NA	0	1	753	753
Thbd	2	1	0	NA	0	1	NA	NA	1380	1380
Cd93	2	1	0	NA	0	1	NA	NA	735	735
Napb	4	1	0	NA	0	1	NA	NA	15870	15870
Cst3	3	1	0	0	0	1	0	1	1551509	1551509
Zfp120	2	1	0	NA	0	1	NA	NA	1223	1223
3300002I08Rik	6	1	NA	0	NA	NA	0	1	1427	1427
Zfp442	5	1	0	NA	0	1	NA	NA	1567	1567
Abhd12	2	1	NA	0	NA	NA	0	1	30317	30317
Snph	2	1	0	NA	0	1	NA	NA	9019	9019
Tmem74bos	3	1	0	NA	0	1	NA	NA	446	446
Psmf1	2	1	0	NA	0	1	NA	NA	5955	5955
Sox12	2	1	0	NA	0	1	NA	NA	2360	2360
Zcchc3	2	1	0	NA	0	1	NA	NA	2243	2243
Dusp15	3	1	0	0	0	1	0	1	1723	1723
2500004C02Rik	2	1	0	NA	0	1	NA	NA	736	736
Nol4l	2	1	0	NA	0	1	NA	NA	2156	2156
Commd7	2	1	0	NA	0	1	NA	NA	8834	8834
Cdk5rap1	2	1	NA	0	NA	NA	0	1	2951	2951
E2f1	4	1	0	NA	0	1	NA	NA	515	515
Pxmp4	5	1	0	0	0	1	0	1	3711	3711
Eif2s2	3	1	0	0	0	1	0	1	19412	19412
Ahcy	2	1	0	NA	0	1	NA	NA	5642	5642
BC029722	3	1	0	NA	0	1	NA	NA	23505	23505
Eif6	2	1	0	NA	0	1	NA	NA	10999	10999
Uqcc1	3	1	0	NA	0	1	NA	NA	6654	6654
Cpne1	4	1	NA	0	NA	NA	0	1	5739	5739
Nfs1	3	1	0	0	0	1	0	1	7756	7756
Rbm39	3	1	0	0	0	1	0	1	31192	31192
4930405A21Rik	5	1	NA	0	NA	NA	0	1	407	407
Dsn1	3	1	0	NA	0	1	NA	NA	252	252
Soga1	3	1	0	NA	0	1	NA	NA	1515	1515
Rbl1	2	1	NA	0	NA	NA	0	1	246	246
Mroh8	2	1	NA	0	NA	NA	0	1	94	94
Gm14286	3	1	0	NA	0	1	NA	NA	125	125
Gm14204	3	1	0	0	0	1	0	1	7672	7672
Mafb	2	1	0	NA	0	1	NA	NA	1033	1033
Chd6	4	1	0	NA	0	1	NA	NA	4840	4840
Fitm2	3	1	0	NA	0	1	NA	NA	2231	2231
Serinc3	2	1	0	NA	0	1	NA	NA	29908	29908
Gm16316	2	1	0	NA	0	1	NA	NA	386	386
Ada	2	1	0	NA	0	1	NA	NA	259	259
Rims4	2	1	0	NA	0	1	NA	NA	5106	5106
Tomm34	2	1	0	NA	0	1	NA	NA	3659	3659
Matn4	2	1	0	NA	0	1	NA	NA	3631	3631
Ncoa5	2	1	NA	0	NA	NA	0	1	4367	4367
Zfp334	4	1	0	NA	0	1	NA	NA	1331	1331
Trp53rka	3	1	0	NA	0	1	NA	NA	2843	2843
Zmynd8	3	1	0	0	0	1	0	1	5241	5241
Sulf2	2	1	0	NA	0	1	NA	NA	4969	4969
Prex1	2	1	0	NA	0	1	NA	NA	18673	18673
Stau1	5	1	0	NA	0	1	NA	NA	5096	5096
Kcnb1	4	1	0	NA	0	1	NA	NA	6946	6946
B4galt5	2	1	NA	0	NA	NA	0	1	4289	4289
Spata2	2	1	NA	0	NA	NA	0	1	2997	2997
Tmem189	2	1	0	NA	0	1	NA	NA	8900	8900
Dpm1	2	1	0	NA	0	1	NA	NA	18104	18104
Nfatc2	4	1	NA	0	NA	NA	0	1	1312	1312
Zfp64	4	1	NA	0	NA	NA	0	1	572	572
Bcas1	2	1	0	NA	0	1	NA	NA	4972	4972
Cbln4	2	1	0	NA	0	1	NA	NA	5479	5479
Bmp7	2	1	0	NA	0	1	NA	NA	4804	4804
Pmepa1	3	1	0	NA	0	1	NA	NA	6094	6094
Prelid3b	2	1	0	NA	0	1	NA	NA	16012	16012
Gm14393	2	1	NA	NA	NA	NA	NA	NA	925	925
Gm14399	2	1	NA	NA	NA	NA	NA	NA	1209	1209
Gm14443	4	1	NA	0	NA	NA	0	1	1165	1165
Gm14412	2	1	NA	0	NA	NA	0	1	342	342
Gm14418	2	1	NA	NA	NA	NA	NA	NA	2059	2059
Gm14326	3	1	NA	NA	NA	NA	NA	NA	5599	5599
Zfp931	4	1	NA	0	NA	NA	0	1	6347	6347
Ppp1r3d	2	1	0	NA	0	1	NA	NA	488	488
Psma7	3	1	0	0	0	1	0	1	59892	59892
Cables2	3	1	0	NA	0	1	NA	NA	2328	2328
Dido1	4	1	NA	0	NA	NA	0	1	4782	4782
Ythdf1	3	1	0	NA	0	1	NA	NA	4624	4624
Chrna4	3	1	0	NA	0	1	NA	NA	179	179
Eef1a2	4	1	0	NA	0	1	NA	NA	27859	27859
Gmeb2	2	1	NA	0	NA	NA	0	1	1423	1423
Arfrp1	3	1	0	NA	0	1	NA	NA	9956	9956
Zbtb46	4	1	0	0	0	1	0	1	310	310
Uckl1	2	1	NA	0	NA	NA	0	1	3505	3505
Zfhx4	2	1	0	NA	0	1	NA	NA	1182	1182
Pkia	4	1	0	NA	0	1	NA	NA	10888	10888
Zc2hc1a	2	1	0	NA	0	1	NA	NA	5177	5177
Stmn2	2	1	0	NA	0	1	NA	NA	58337	58337
Zbtb10	5	1	0	NA	0	1	NA	NA	730	730
Fabp5	2	1	0	NA	0	1	NA	NA	115823	115823
Ralyl	3	1	0	NA	0	1	NA	NA	11491	11491
Lrrcc1	4	1	NA	0	NA	NA	0	1	1722	1722
E2f5	2	1	NA	0	NA	NA	0	1	2969	2969
Car13	5	1	0	NA	0	1	NA	NA	441	441
Car2	2	1	0	NA	0	1	NA	NA	51582	51582
Ythdf3	5	1	0	NA	0	1	NA	NA	5204	5204
Bhlhe22	2	1	0	NA	0	1	NA	NA	299	299
Mtfr1	4	1	0	NA	0	1	NA	NA	1507	1507
Cp	8	1	0	0	0	1	0	1	1678	1678
Tbl1xr1	3	1	0	0	0	1	0	1	3154	3154
A830092H15Rik	3	1	0	NA	0	1	NA	NA	276	276
Tnik	5	1	0	NA	0	1	NA	NA	7166	7166
Eif5a2	3	1	0	NA	0	1	NA	NA	3471	3471
Egfem1	3	1	NA	0	NA	NA	0	1	687	687
Mynn	7	1	0	NA	0	1	NA	NA	1846	1846
Sec62	3	1	0	0	0	1	0	1	23492	23492
Prkci	2	1	0	NA	0	1	NA	NA	4040	4040
Skil	3	1	NA	0	NA	NA	0	1	3374	3374
Pik3ca	5	1	0	NA	0	1	NA	NA	3954	3954
Ndufb5	3	1	0	NA	0	1	NA	NA	107972	107972
Usp13	3	1	0	NA	0	1	NA	NA	1267	1267
Ttc14	8	1	0	0	0	1	0	1	7161	7161
Fxr1	3	1	0	0	0	1	0	1	6430	6430
Sox2	2	1	0	NA	0	1	NA	NA	3707	3707
Atp11b	2	1	0	NA	0	1	NA	NA	2466	2466
Gm15952	2	1	NA	NA	NA	NA	NA	NA	76	76
Acad9	4	1	0	NA	0	1	NA	NA	4127	4127
D3Ertd254e	7	1	0	NA	0	1	NA	NA	1405	1405
Exosc9	2	1	NA	0	NA	NA	0	1	4034	4034
4932438A13Rik	2	1	NA	0	NA	NA	0	1	5275	5275
Bbs12	4	1	0	0	0	1	0	1	611	611
Spata5	2	1	NA	0	NA	NA	0	1	2737	2737
Intu	2	1	0	NA	0	1	NA	NA	610	610
Hspa4l	3	1	0	NA	0	1	NA	NA	12340	12340
Plk4	3	1	0	0	0	1	0	1	409	409
Abhd18	5	1	0	0	0	1	0	1	1534	1534
Jade1	3	1	0	NA	0	1	NA	NA	3836	3836
D3Ertd751e	5	1	0	0	0	1	0	1	1296	1296
Pcdh10	5	1	NA	0	NA	NA	0	1	18190	18190
Naa15	6	1	0	0	0	1	0	1	4386	4386
Rab33b	2	1	0	NA	0	1	NA	NA	3638	3638
Foxo1	4	1	0	NA	0	1	NA	NA	3678	3678
Proser1	2	1	0	NA	0	1	NA	NA	1822	1822
Trpc4	2	1	0	NA	0	1	NA	NA	1524	1524
Supt20	3	1	NA	0	NA	NA	0	1	1438	1438
Alg5	2	1	0	NA	0	1	NA	NA	3810	3810
Smad9	5	1	0	NA	0	1	NA	NA	1642	1642
Spg20	2	1	0	NA	0	1	NA	NA	4062	4062
Dclk1	4	1	0	0	0	1	0	1	41654	41654
Tsc22d2	3	1	0	NA	0	1	NA	NA	3209	3209
Selenot	3	1	0	0	0	1	0	1	28100	28100
Mbnl1	4	1	0	0	0	1	0	1	6578	6578
P2ry1	2	1	NA	0	NA	NA	0	1	163	163
Rap2b	3	1	0	NA	0	1	NA	NA	3146	3146
Mme	4	1	0	0	0	1	0	1	854	854
Gmps	5	1	0	0	0	1	0	1	5893	5893
Kcnab1	2	1	0	NA	0	1	NA	NA	937	937
Tiparp	2	1	0	NA	0	1	NA	NA	2457	2457
Lekr1	4	1	0	0	0	1	0	1	751	751
Rsrc1	3	1	0	NA	0	1	NA	NA	3352	3352
Mlf1	3	1	0	0	0	1	0	1	640	640
Gfm1	2	1	0	NA	0	1	NA	NA	4363	4363
Mfsd1	2	1	0	NA	0	1	NA	NA	5422	5422
Schip1	2	1	0	NA	0	1	NA	NA	6504	6504
Smc4	2	1	NA	0	NA	NA	0	1	1141	1141
Ppm1l	4	1	0	NA	0	1	NA	NA	4580	4580
Nmd3	2	1	0	NA	0	1	NA	NA	3451	3451
Serpini1	2	1	0	NA	0	1	NA	NA	41140	41140
Fstl5	2	1	0	NA	0	1	NA	NA	9022	9022
Ppid	2	1	0	NA	0	1	NA	NA	10431	10431
4930579G24Rik	3	1	0	NA	0	1	NA	NA	390	390
Fam198b	5	1	0	NA	0	1	NA	NA	620	620
Ctso	2	1	0	NA	0	1	NA	NA	6824	6824
Map9	2	1	0	NA	0	1	NA	NA	2276	2276
Sfrp2	2	1	0	NA	0	1	NA	NA	828	828
Tmem154	2	1	0	NA	0	1	NA	NA	289	289
Gatb	2	1	0	NA	0	1	NA	NA	4417	4417
Sh3d19	5	1	0	NA	0	1	NA	NA	964	964
Lrba	2	1	NA	0	NA	NA	0	1	3441	3441
Hdgf	2	1	0	NA	0	1	NA	NA	14345	14345
Mrpl24	2	1	0	NA	0	1	NA	NA	13453	13453
Isg20l2	2	1	0	NA	0	1	NA	NA	817	817
Nes	2	1	0	NA	0	1	NA	NA	741	741
Gpatch4	4	1	0	0	0	1	0	1	1030	1030
Mef2d	2	1	0	NA	0	1	NA	NA	9849	9849
Cct3	2	1	0	NA	0	1	NA	NA	23771	23771
Mex3a	2	1	0	NA	0	1	NA	NA	333	333
Arhgef2	3	1	0	NA	0	1	NA	NA	4839	4839
2810403A07Rik	3	1	NA	0	NA	NA	0	1	2650	2650
Rit1	2	1	0	NA	0	1	NA	NA	8495	8495
Clk2	3	1	0	0	0	1	0	1	5050	5050
